UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,Total,NACIMIENTOS,POBLACION_FEMENINA_TOTAL,GESTANTES_ESPERADAS,Lat,Lon
190202,PASCO,DANIEL ALCIDES CARRION,CHACAYAN,2158,66,1923,96,,
190203,PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,1614,57,1691,79,,
190204,PASCO,DANIEL ALCIDES CARRION,PAUCAR,1882,36,847,52,,
190205,PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,1445,32,831,41,,
190206,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,22297,409,9812,549,,
190207,PASCO,DANIEL ALCIDES CARRION,TAPUC,2450,59,1967,79,,
190208,PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,2067,41,713,54,,
190301,PASCO,OXAPAMPA,OXAPAMPA,16610,238,6226,318,,
190302,PASCO,OXAPAMPA,CHONTABAMBA,5669,87,1592,113,,
190303,PASCO,OXAPAMPA,HUANCABAMBA,6884,158,2904,212,,
190304,PASCO,OXAPAMPA,PALCAZU,8271,300,4477,395,,
190305,PASCO,OXAPAMPA,POZUZO,5168,245,4029,324,,
190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,19678,533,7381,703,,
190307,PASCO,OXAPAMPA,VILLA RICA,18779,417,8985,556,,
190308,PASCO,OXAPAMPA,CONSTITUCION,15210,361,4963,473,,
200101,PIURA,PIURA,PIURA,176982,2403,83788,3383,,
200104,PIURA,PIURA,CASTILLA,178076,2587,76589,3568,,
200105,PIURA,PIURA,CATACAOS,81010,1393,41038,1911,,
200107,PIURA,PIURA,CURA MORI,20087,429,10254,593,,
200108,PIURA,PIURA,EL TALLAN,5689,130,2651,175,,
200109,PIURA,PIURA,LA ARENA,41321,840,20207,1154,,
200110,PIURA,PIURA,LA UNION,44063,976,22133,1342,,
200111,PIURA,PIURA,LAS LOMAS,29856,554,14450,756,,
200114,PIURA,PIURA,TAMBO GRANDE,122471,2332,65966,3209,,
200115,PIURA,PIURA,VEINTISEIS DE OCTUBRE,181687,2403,83617,3266,,
200201,PIURA,AYABACA,AYABACA,35164,804,20895,1124,,
200202,PIURA,AYABACA,FRIAS,22331,571,13369,787,,
200203,PIURA,AYABACA,JILILI,2824,64,1501,89,,
200204,PIURA,AYABACA,LAGUNAS,6106,156,4037,213,,
200205,PIURA,AYABACA,MONTERO,7025,141,3650,197,,
200206,PIURA,AYABACA,PACAIPAMPA,24176,537,13346,741,,
200207,PIURA,AYABACA,PAIMAS,10572,210,5645,296,,
200208,PIURA,AYABACA,SAPILLICA,11351,306,6553,424,,
200209,PIURA,AYABACA,SICCHEZ,1802,40,1080,58,,
200210,PIURA,AYABACA,SUYO,12463,287,6717,389,,
200301,PIURA,HUANCABAMBA,HUANCABAMBA,30760,510,16486,707,,
200302,PIURA,HUANCABAMBA,CANCHAQUE,8207,131,4566,181,,
200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,12373,324,7428,446,,
200304,PIURA,HUANCABAMBA,HUARMACA,39045,850,22817,1178,,
200305,PIURA,HUANCABAMBA,LALAQUIZ,4527,85,2527,123,,
200306,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,9618,202,4961,279,,
200307,PIURA,HUANCABAMBA,SONDOR,7853,170,4557,243,,
200308,PIURA,HUANCABAMBA,SONDORILLO,11420,252,6026,351,,
200401,PIURA,MORROPON,CHULUCANAS,90614,1262,42013,1749,,
200402,PIURA,MORROPON,BUENOS AIRES,10335,145,4387,197,,
200403,PIURA,MORROPON,CHALACO,8435,173,4915,234,,
200404,PIURA,MORROPON,LA MATANZA,15162,210,7146,284,,
200405,PIURA,MORROPON,MORROPON,16405,219,7903,303,,
200406,PIURA,MORROPON,SALITRAL,9310,152,4564,208,,
200407,PIURA,MORROPON,SAN JUAN DE BIGOTE,7011,118,3633,164,,
200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,4067,74,2270,103,,
200409,PIURA,MORROPON,SANTO DOMINGO,6703,110,3973,141,,
200410,PIURA,MORROPON,YAMANGO,9352,194,5379,262,,
200501,PIURA,PAITA,PAITA,98976,2130,49893,2921,,
200502,PIURA,PAITA,AMOTAPE,2594,56,1342,80,,
200503,PIURA,PAITA,ARENAL,1250,23,557,26,,
200504,PIURA,PAITA,COLAN,16550,251,6902,351,,
200505,PIURA,PAITA,LA HUACA,14013,230,6517,318,,
200506,PIURA,PAITA,TAMARINDO,5334,89,2510,124,,
200507,PIURA,PAITA,VICHAYAL,6127,110,2678,147,,
200601,PIURA,SULLANA,SULLANA,190709,3197,100432,4402,,
200602,PIURA,SULLANA,BELLAVISTA,40144,700,21115,957,,
200603,PIURA,SULLANA,IGNACIO ESCUDERO,21758,446,11145,615,,
200604,PIURA,SULLANA,LANCONES,13852,263,7220,360,,
200605,PIURA,SULLANA,MARCAVELICA,32311,545,15825,745,,
200606,PIURA,SULLANA,MIGUEL CHECA,9997,138,4675,185,,
200607,PIURA,SULLANA,QUERECOTILLO,28566,514,13945,708,,
200608,PIURA,SULLANA,SALITRAL,7652,130,3674,178,,
200701,PIURA,TALARA,PARINAS,106281,1804,50806,2494,,
200702,PIURA,TALARA,EL ALTO,8945,145,3824,197,,
200703,PIURA,TALARA,LA BREA,13653,185,6504,254,,
200704,PIURA,TALARA,LOBITOS,1472,33,886,36,,
200705,PIURA,TALARA,LOS ORGANOS,11711,210,5097,287,,
200706,PIURA,TALARA,MANCORA,13929,288,7185,395,,
200801,PIURA,SECHURA,SECHURA,48230,1123,23241,1547,,
200802,PIURA,SECHURA,BELLAVISTA DE LA UNION,5131,105,2355,140,,
200803,PIURA,SECHURA,BERNAL,7549,185,4065,254,,
200804,PIURA,SECHURA,CRISTO NOS VALGA,4736,100,2116,132,,
200805,PIURA,SECHURA,VICE,17032,474,7657,652,,
200806,PIURA,SECHURA,RINCONADA-LLICUAR,3199,59,1776,76,,
210101,PUNO,PUNO,PUNO,140527,2454,62820,3153,,
210102,PUNO,PUNO,ACORA,24135,669,12303,678,,
210103,PUNO,PUNO,AMANTANI,3564,125,1874,136,,
210104,PUNO,PUNO,ATUNCOLLA,4873,154,2430,230,,
210105,PUNO,PUNO,CAPACHICA,7755,236,5243,248,,
210106,PUNO,PUNO,CHUCUITO,7337,155,3082,179,,
210107,PUNO,PUNO,COATA,7015,215,3552,241,,
210108,PUNO,PUNO,HUATA,3315,253,4504,275,,
210109,PUNO,PUNO,MANAZO,5358,132,2357,175,,
210110,PUNO,PUNO,PAUCARCOLLA,4435,154,2199,159,,
210111,PUNO,PUNO,PICHACANI,5888,155,2285,156,,
210112,PUNO,PUNO,PLATERIA,7421,167,3476,176,,
210113,PUNO,PUNO,SAN ANTONIO,2688,75,1702,127,,
210114,PUNO,PUNO,TIQUILLACA,1665,41,822,52,,
210115,PUNO,PUNO,VILQUE,3023,92,1343,107,,
210201,PUNO,AZANGARO,AZANGARO,31182,687,12452,794,,
210202,PUNO,AZANGARO,ACHAYA,2993,139,1871,153,,
210203,PUNO,AZANGARO,ARAPA,7367,161,3171,223,,
210204,PUNO,AZANGARO,ASILLO,15282,553,7633,587,,
210205,PUNO,AZANGARO,CAMINACA,3120,89,1554,128,,
210206,PUNO,AZANGARO,CHUPA,6786,235,5593,444,,
210207,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,4859,112,2482,139,,
210208,PUNO,AZANGARO,MUNANI,7057,236,3450,295,,
210209,PUNO,AZANGARO,POTONI,4145,161,3000,227,,
210210,PUNO,AZANGARO,SAMAN,10085,409,6041,450,,
210211,PUNO,AZANGARO,SAN ANTON,7750,215,4312,299,,
210212,PUNO,AZANGARO,SAN JOSE,5111,178,2583,182,,
210213,PUNO,AZANGARO,SAN JUAN DE SALINAS,3074,149,1886,200,,
210214,PUNO,AZANGARO,SANTIAGO DE PUPUJA,4703,107,2323,139,,
210215,PUNO,AZANGARO,TIRAPATA,3013,95,1313,112,,
210301,PUNO,CARABAYA,MACUSANI,13913,459,5281,549,,
210302,PUNO,CARABAYA,AJOYANI,2381,70,939,91,,
210303,PUNO,CARABAYA,AYAPATA,9627,365,5180,472,,
210304,PUNO,CARABAYA,COASA,6985,303,7068,504,,
210305,PUNO,CARABAYA,CORANI,4564,110,1676,136,,
210306,PUNO,CARABAYA,CRUCERO,9912,284,3942,322,,
210307,PUNO,CARABAYA,ITUATA,8132,171,2876,223,,
210308,PUNO,CARABAYA,OLLACHEA,6337,136,2452,284,,
210309,PUNO,CARABAYA,SAN GABAN,7196,124,1784,196,,
210310,PUNO,CARABAYA,USICAYOS,9370,724,10045,777,,
210401,PUNO,CHUCUITO,JULI,21033,591,9346,693,,
210402,PUNO,CHUCUITO,DESAGUADERO,14412,786,14267,854,,
210403,PUNO,CHUCUITO,HUACULLANI,9648,714,10014,745,,
210404,PUNO,CHUCUITO,KELLUYO,7927,772,10872,901,,
210405,PUNO,CHUCUITO,PISACOMA,8800,269,5876,354,,
210406,PUNO,CHUCUITO,POMATA,14605,397,7065,474,,
210407,PUNO,CHUCUITO,ZEPITA,17873,549,8041,691,,
210501,PUNO,EL COLLAO,ILAVE,49561,818,25901,1153,,
210502,PUNO,EL COLLAO,CAPASO,1203,52,995,61,,
210503,PUNO,EL COLLAO,PILCUYO,11147,262,5702,262,,
210504,PUNO,EL COLLAO,SANTA ROSA,3699,189,3416,224,,
210505,PUNO,EL COLLAO,CONDURIRI,2701,107,1883,144,,
210601,PUNO,HUANCANE,HUANCANE,19216,406,7981,412,,
210602,PUNO,HUANCANE,COJATA,4075,136,1827,168,,
210603,PUNO,HUANCANE,HUATASANI,3310,112,2305,150,,
210604,PUNO,HUANCANE,INCHUPALLA,2730,94,1432,102,,
210605,PUNO,HUANCANE,PUSI,5294,157,2791,178,,
210606,PUNO,HUANCANE,ROSASPATA,4252,143,2213,155,,
210607,PUNO,HUANCANE,TARACO,13632,360,6014,367,,
210608,PUNO,HUANCANE,VILQUE CHICO,7648,205,3640,248,,
210701,PUNO,LAMPA,LAMPA,11723,272,4605,296,,
210702,PUNO,LAMPA,CABANILLA,5876,156,2275,165,,
210703,PUNO,LAMPA,CALAPUJA,1703,37,672,45,,
210704,PUNO,LAMPA,NICASIO,2476,75,1157,79,,
210705,PUNO,LAMPA,OCUVIRI,2457,96,1361,107,,
210706,PUNO,LAMPA,PALCA,1951,75,1293,79,,
210707,PUNO,LAMPA,PARATIA,2926,192,3886,243,,
210708,PUNO,LAMPA,PUCARA,5551,123,2356,124,,
210709,PUNO,LAMPA,SANTA LUCIA,7567,202,3222,237,,
210710,PUNO,LAMPA,VILAVILA,1322,128,1787,129,,
210801,PUNO,MELGAR,AYAVIRI,25333,414,9699,566,,
210802,PUNO,MELGAR,ANTAUTA,5663,139,1940,150,,
210803,PUNO,MELGAR,CUPI,2134,108,1449,109,,
210804,PUNO,MELGAR,LLALLI,2752,107,2063,198,,
210805,PUNO,MELGAR,MACARI,7396,214,3812,230,,
210806,PUNO,MELGAR,NUNOA,8864,330,4949,356,,
210807,PUNO,MELGAR,ORURILLO,8062,260,4859,344,,
210808,PUNO,MELGAR,SANTA ROSA,6461,163,3303,268,,
210809,PUNO,MELGAR,UMACHIRI,3922,132,1850,148,,
210901,PUNO,MOHO,MOHO,11689,384,6823,475,,
210902,PUNO,MOHO,CONIMA,3250,65,1274,91,,
210903,PUNO,MOHO,HUAYRAPATA,2717,114,1940,136,,
210904,PUNO,MOHO,TILALI,2588,64,1202,66,,
211001,PUNO,SAN ANTONIO DE PUTINA,PUTINA,15190,738,11315,843,,
211002,PUNO,SAN ANTONIO DE PUTINA,ANANEA,13230,397,15142,1332,,
211003,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,2002,65,1278,89,,
211004,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,5515,135,2599,216,,
211005,PUNO,SAN ANTONIO DE PUTINA,SINA,1775,45,742,54,,
211101,PUNO,SAN ROMAN,JULIACA,239463,733,97141,5827,,
211102,PUNO,SAN ROMAN,CABANA,5235,85,1823,136,,
211103,PUNO,SAN ROMAN,CABANILLAS,4669,150,2392,174,,
211104,PUNO,SAN ROMAN,CARACOTO,7161,157,2535,170,,
211105,PUNO,SAN ROMAN,SAN MIGUEL,66909,1016,30171,5015,,
211201,PUNO,SANDIA,SANDIA,11501,379,5217,444,,
211202,PUNO,SANDIA,CUYOCUYO,5617,139,1972,190,,
211203,PUNO,SANDIA,LIMBANI,3387,107,1883,144,,
211204,PUNO,SANDIA,PATAMBUCO,4265,132,1736,155,,
211205,PUNO,SANDIA,PHARA,5940,175,2066,178,,
211206,PUNO,SANDIA,QUIACA,2313,61,1059,89,,
211207,PUNO,SANDIA,SAN JUAN DEL ORO,4063,241,5908,291,,
211208,PUNO,SANDIA,YANAHUAYA,2204,64,971,96,,
211209,PUNO,SANDIA,ALTO INAMBARI,7576,281,3961,324,,
211210,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,10461,351,5903,453,,
211301,PUNO,YUNGUYO,YUNGUYO,25417,647,11575,657,,
211302,PUNO,YUNGUYO,ANAPIA,1802,44,1475,95,,
211303,PUNO,YUNGUYO,COPANI,5003,127,2112,149,,
211304,PUNO,YUNGUYO,CUTURAPI,1359,14,585,37,,
211305,PUNO,YUNGUYO,OLLARAYA,2845,78,2268,142,,
211306,PUNO,YUNGUYO,TINICACHI,939,30,681,66,,
211307,PUNO,YUNGUYO,UNICACHI,1064,23,1614,128,,
220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,84601,1539,42572,1936,,
220102,SAN MARTIN,MOYOBAMBA,CALZADA,4839,64,2173,86,,
220103,SAN MARTIN,MOYOBAMBA,HABANA,1757,47,1004,64,,
220104,SAN MARTIN,MOYOBAMBA,JEPELACIO,17210,413,10796,545,,
220105,SAN MARTIN,MOYOBAMBA,SORITOR,24034,625,17454,821,,
220106,SAN MARTIN,MOYOBAMBA,YANTALO,3012,69,1698,87,,
220201,SAN MARTIN,BELLAVISTA,BELLAVISTA,18470,267,6809,367,,
220202,SAN MARTIN,BELLAVISTA,ALTO BIAVO,9058,208,3506,276,,
220203,SAN MARTIN,BELLAVISTA,BAJO BIAVO,14906,440,9960,593,,
220204,SAN MARTIN,BELLAVISTA,HUALLAGA,2860,78,1512,101,,
220205,SAN MARTIN,BELLAVISTA,SAN PABLO,9112,184,4556,246,,
220206,SAN MARTIN,BELLAVISTA,SAN RAFAEL,6413,154,3754,208,,
220301,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,16862,247,5925,333,,
220302,SAN MARTIN,EL DORADO,AGUA BLANCA,2509,54,1185,75,,
220303,SAN MARTIN,EL DORADO,SAN MARTIN,12703,345,6624,458,,
220304,SAN MARTIN,EL DORADO,SANTA ROSA,7308,248,5089,333,,
220305,SAN MARTIN,EL DORADO,SHATOJA,3210,88,1571,116,,
220401,SAN MARTIN,HUALLAGA,SAPOSOA,14879,207,5668,273,,
220402,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,4873,89,1591,117,,
220403,SAN MARTIN,HUALLAGA,EL ESLABON,2234,64,1887,83,,
220404,SAN MARTIN,HUALLAGA,PISCOYACU,4655,85,1994,112,,
220405,SAN MARTIN,HUALLAGA,SACANCHE,2575,62,1294,80,,
220406,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,831,15,335,16,,
220501,SAN MARTIN,LAMAS,LAMAS,15700,195,6198,268,,
220502,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,15225,358,9739,469,,
220503,SAN MARTIN,LAMAS,BARRANQUITA,7237,110,2517,143,,
220504,SAN MARTIN,LAMAS,CAYNARACHI,10776,194,3951,254,,
220505,SAN MARTIN,LAMAS,CUNUMBUQUI,3498,85,2367,116,,
220506,SAN MARTIN,LAMAS,PINTO RECODO,9584,262,5460,352,,
220507,SAN MARTIN,LAMAS,RUMISAPA,3701,54,1248,75,,
220508,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,1729,34,742,47,,
220509,SAN MARTIN,LAMAS,SHANAO,2109,72,1743,101,,
220510,SAN MARTIN,LAMAS,TABALOSOS,14832,273,6474,370,,
220511,SAN MARTIN,LAMAS,ZAPATERO,5928,97,2408,127,,
220601,SAN MARTIN,MARISCAL CACERES,JUANJUI,34114,500,12842,674,,
220602,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,15431,158,3903,208,,
220603,SAN MARTIN,MARISCAL CACERES,HUICUNGO,9026,149,3221,196,,
220604,SAN MARTIN,MARISCAL CACERES,PACHIZA,6456,108,2138,140,,
220605,SAN MARTIN,MARISCAL CACERES,PAJARILLO,5935,154,3043,205,,
220701,SAN MARTIN,PICOTA,PICOTA,11204,152,4040,205,,
220702,SAN MARTIN,PICOTA,BUENOS AIRES,3198,67,1606,93,,
220703,SAN MARTIN,PICOTA,CASPIZAPA,2229,32,1006,47,,
220704,SAN MARTIN,PICOTA,PILLUANA,902,12,351,14,,
220705,SAN MARTIN,PICOTA,PUCACACA,3140,37,1210,54,,
220706,SAN MARTIN,PICOTA,SAN CRISTOBAL,1258,43,692,54,,
220707,SAN MARTIN,PICOTA,SAN HILARION,4139,81,2736,107,,
220708,SAN MARTIN,PICOTA,SHAMBOYACU,10039,290,5926,382,,
220709,SAN MARTIN,PICOTA,TINGO DE PONASA,4095,108,2290,140,,
220710,SAN MARTIN,PICOTA,TRES UNIDOS,4307,105,2524,140,,
220801,SAN MARTIN,RIOJA,RIOJA,27014,335,11995,444,,
220802,SAN MARTIN,RIOJA,AWAJUN,8194,273,5854,360,,
220803,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,18742,283,6728,370,,
220804,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,46520,783,22751,1034,,
220805,SAN MARTIN,RIOJA,PARDO MIGUEL,17996,388,11462,506,,
220806,SAN MARTIN,RIOJA,POSIC,2005,37,822,53,,
220807,SAN MARTIN,RIOJA,SAN FERNANDO,3889,74,1702,101,,
220808,SAN MARTIN,RIOJA,YORONGOS,2818,67,1844,90,,
220809,SAN MARTIN,RIOJA,YURACYACU,4070,69,1996,85,,
220901,SAN MARTIN,SAN MARTIN,TARAPOTO,84027,975,36404,1336,,
220902,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,928,13,327,19,,
220903,SAN MARTIN,SAN MARTIN,CACATACHI,3791,59,1626,79,,
220904,SAN MARTIN,SAN MARTIN,CHAZUTA,10585,260,4202,348,,
220905,SAN MARTIN,SAN MARTIN,CHIPURANA,2366,57,911,76,,
220906,SAN MARTIN,SAN MARTIN,EL PORVENIR,2538,69,1375,91,,
220907,SAN MARTIN,SAN MARTIN,HUIMBAYOC,5508,106,1727,137,,
220908,SAN MARTIN,SAN MARTIN,JUAN GUERRA,4132,46,1543,64,,
220909,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,46604,765,21119,1041,,
220910,SAN MARTIN,SAN MARTIN,MORALES,40253,463,14624,631,,
220911,SAN MARTIN,SAN MARTIN,PAPAPLAYA,2209,57,1065,83,,
220912,SAN MARTIN,SAN MARTIN,SAN ANTONIO,1750,24,663,30,,
220913,SAN MARTIN,SAN MARTIN,SAUCE,7795,236,8007,307,,
220914,SAN MARTIN,SAN MARTIN,SHAPAJA,2052,29,747,41,,
221001,SAN MARTIN,TOCACHE,TOCACHE,31167,414,12580,560,,
221002,SAN MARTIN,TOCACHE,NUEVO PROGRESO,12813,220,5932,297,,
221003,SAN MARTIN,TOCACHE,POLVORA,11521,251,7221,335,,
221004,SAN MARTIN,TOCACHE,SHUNTE,1371,20,521,27,,
221005,SAN MARTIN,TOCACHE,UCHIZA,22287,307,10110,412,,
230101,TACNA,TACNA,TACNA,109363,1059,44215,1339,-18.00654423,-70.24630473
230102,TACNA,TACNA,ALTO DE LA ALIANZA,37507,595,21013,790,-17.9990685,-70.24558219
230103,TACNA,TACNA,CALANA,3545,43,1778,65,-17.94217345,-70.18829715
230104,TACNA,TACNA,CIUDAD NUEVA,34398,655,19249,852,-17.97631081,-70.23281169
230105,TACNA,TACNA,INCLAN,3135,109,4132,141,-17.78299891,-70.50008751
230106,TACNA,TACNA,PACHIA,2419,28,1071,42,-17.89625484,-70.15376209
230107,TACNA,TACNA,PALCA,2202,25,901,44,-17.77778903,-69.95983968
230108,TACNA,TACNA,POCOLLAY,20281,305,11522,408,-17.99437394,-70.2211881
230109,TACNA,TACNA,SAMA,3720,43,1442,64,-17.86172909,-70.56007158
230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN L.,120830,2215,60173,2893,-18.04267214,-70.25164199
230111,TACNA,TACNA,LA YARADA LOS PALOS,6891,110,3488,187,-18.27611188,-70.43630518
230201,TACNA,CANDARAVE,CANDARAVE,2780,48,1638,71,-17.26733213,-70.25056246
230202,TACNA,CANDARAVE,CAIRANI,1116,27,715,41,-17.28420819,-70.36364674
230203,TACNA,CANDARAVE,CAMILACA,1377,21,848,36,-18.00606051,-70.22494567
230204,TACNA,CANDARAVE,CURIBAYA,433,5,106,7,-17.37093013,-70.33836018
230205,TACNA,CANDARAVE,HUANUARA,594,14,495,23,-17.3132148,-70.32232772
230206,TACNA,CANDARAVE,QUILAHUANI,796,19,664,29,-17.31801848,-70.25839218
230301,TACNA,JORGE BASADRE,LOCUMBA,2728,42,1463,63,-17.6135919,-70.76238153
230302,TACNA,JORGE BASADRE,ILABAYA,6630,33,1659,45,-17.42075285,-70.51257129
230303,TACNA,JORGE BASADRE,ITE,3297,48,1864,71,-17.86104805,-70.96534316
230401,TACNA,TARATA,TARATA,4020,55,1791,75,-17.47453332,-70.03223262
230402,TACNA,TARATA,HEROES ALBARRACIN,377,9,372,16,-17.47735322,-70.12188077
230403,TACNA,TARATA,ESTIQUE,280,12,419,14,-17.54152229,-70.01830422
230404,TACNA,TARATA,ESTIQUE PAMPA,190,11,371,16,-17.53757023,-70.03127307
230405,TACNA,TARATA,SITAJARA,413,15,412,20,-17.41794115,-70.17039647
230406,TACNA,TARATA,SUSAPAYA,621,13,447,15,-17.22885329,-70.02666379
230407,TACNA,TARATA,TARUCACHI,360,7,240,12,-17.46540175,-70.00411755
230408,TACNA,TARATA,TICACO,671,12,334,16,-17.44441449,-70.04743903
240101,TUMBES,TUMBES,TUMBES,115048,1689,55282,2337,-3.570712664,-80.45912473
240102,TUMBES,TUMBES,CORRALES,25790,350,11711,482,-3.600455533,-80.48089654
240103,TUMBES,TUMBES,LA CRUZ,10559,168,4436,234,-3.600867778,-80.4807517
240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,7724,93,3389,129,-3.695107969,-80.43683161
240105,TUMBES,TUMBES,SAN JACINTO,9368,115,4250,164,-3.641531838,-80.44781907
240106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,4983,62,1965,96,-3.676760322,-80.33938384
240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,13653,205,5903,283,-3.68204546,-80.67859452
240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,2778,33,1031,45,-3.942301648,-80.65101045
240203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,7104,105,2642,143,-3.950449453,-80.93960288
240301,TUMBES,ZARUMILLA,ZARUMILLA,24821,397,10787,553,-3.501018155,-80.27554665
240302,TUMBES,ZARUMILLA,AGUAS VERDES,19169,470,10816,641,-3.481047642,-80.24528376
240303,TUMBES,ZARUMILLA,MATAPALO,3621,33,1166,58,-3.682131363,-80.19929405
240304,TUMBES,ZARUMILLA,PAPAYAL,6903,70,2468,103,-3.571234585,-80.23480557
250101,UCAYALI,CORONEL PORTILLO,CALLERIA,176642,2257,86692,3075,,
250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,19378,247,8946,329,,
250103,UCAYALI,CORONEL PORTILLO,IPARIA,12510,228,6827,297,,
250104,UCAYALI,CORONEL PORTILLO,MASISEA,12491,253,7471,341,,
250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,118365,1683,55190,2244,,
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,5953,97,3109,127,,
250107,UCAYALI,CORONEL PORTILLO,MANANTAY,104487,1646,45325,2191,,
250201,UCAYALI,ATALAYA,RAIMONDI,39819,805,20060,1066,,
250202,UCAYALI,ATALAYA,SEPAHUA,8288,170,5074,219,,
250203,UCAYALI,ATALAYA,TAHUANIA,10248,175,4669,234,,
250204,UCAYALI,ATALAYA,YURUA,2322,89,1559,125,,
250301,UCAYALI,PADRE ABAD,PADRE ABAD,37338,405,14981,533,,
250302,UCAYALI,PADRE ABAD,IRAZOLA,11702,174,5887,220,,
250303,UCAYALI,PADRE ABAD,CURIMANA,9789,177,4773,230,,
250304,UCAYALI,PADRE ABAD,NESHUYA,9669,133,4580,171,,
250305,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,6556,101,3691,132,,
250401,UCAYALI,PURUS,PURUS,3553,131,2680,175,,
